spcode,sciname,status,listyear
A009,Antilocapra americana sonoriensis,Endangered,1967
A0A8,Arctocephalus townsendi,Threatened,1967
A00F,Canis rufus,Endangered,1967
A004,Mustela nigripes,Endangered,1967
A000,Myotis sodalis,Endangered,1967
A003,Odocoileus virginianus clavium,Endangered,1967
A002,Odocoileus virginianus leucurus,Endangered,1967
A008,Puma (=Felis) concolor coryi,Endangered,1967
A00B,Sciurus niger cinereus,Recovery,1967
A007,Trichechus manatus,Endangered,1967
A006,Vulpes macrotis mutica,Endangered,1967
B00G,Acrocephalus familiaris kingi,Endangered,1967
B00L,Amazona vittata,Endangered,1967
B00Q,Ammodramus maritimus mirabilis,Endangered,1967
B00R,Ammodramus maritimus nigrescens,Extinction,1967
B007,Anas diazi,Original Data in Error - Taxonomic Revision,1967
B006,Anas laysanensis,Endangered,1967
B005,Anas wyvilliana,Endangered,1967
B069,Anser albifrons elgasi,Resolved Taxon,1967
B00B,Branta canadensis leucopareia,Recovery,1967
B00C,Branta (=Nesochen) sandvicensis,Endangered,1967
B00D,Buteo solitarius,Endangered,1967
B03Q,Campephilus principalis,Endangered,1967
B00Z,Colinus virginianus ridgwayi,Endangered,1967
B004,Corvus hawaiiensis,Endangered,1967
B00H,Gallinula chloropus sandvicensis,Endangered,1967
B003,Grus americana,Endangered,1967
B002,Gymnogyps californianus,Endangered,1967
B008,Haliaeetus leucocephalus,Recovery,1967
B048,Hemignathus lucidus,Endangered,1967
B001,Hemignathus munroi,Endangered,1967
B000,Hemignathus procerus,Endangered,1967
B00K,Loxioides bailleui,Endangered,1967
B00I,Moho braccatus,Endangered,1967
B00S,Myadestes palmeri,Endangered,1967
B01A,Numenius borealis,Endangered,1967
B00E,Palmeria dolei,Endangered,1967
B00M,Pseudonestor xanthophrys,Endangered,1967
B00J,Psittirostra psittacea,Endangered,1967
B00N,Pterodroma sandwichensis,Endangered,1967
B00P,Rallus longirostris yumanensis,Endangered,1967
B00F,Rostrhamus sociabilis plumbeus,Endangered,1967
B03I,Setophaga kirtlandii (= Dendroica kirtlandii),Endangered,1967
B009,Telespyza cantans,Endangered,1967
B00A,Telespyza ultima,Endangered,1967
B00O,Tympanuchus cupido attwateri,Endangered,1967
B03G,Vermivora bachmanii,Endangered,1967
C001,Gambelia silus,Endangered,1967
C002,Thamnophis sirtalis tetrataenia,Endangered,1967
D000,Ambystoma macrodactylum croceum,Endangered,1967
D001,Typhlomolge rathbuni,Endangered,1967
E00B,Acipenser brevirostrum,Endangered,1967
E001,Chasmistes cujus,Endangered,1967
E037,Coregonus alpenae,Extinction,1967
E009,Cyprinodon diabolis,Endangered,1967
E008,Cyprinodon elegans,Endangered,1967
E00A,Cyprinodon radiosus,Endangered,1967
E007,Empetrichthys latos,Endangered,1967
E03C,Eremichthys acros,Threatened,1967
E003,Etheostoma sellare,Endangered,1967
E004,Gambusia gaigei,Endangered,1967
E005,Gambusia heterochir,Endangered,1967
E000,Gila cypha,Endangered,1967
E04M,Lepidomeda vittata,Threatened,1967
E002,Moapa coriacea,Endangered,1967
E00D,Oncorhynchus apache,Threatened,1967
E00G,Oncorhynchus clarkii seleniris,Threatened,1967
E00F,Oncorhynchus clarki stomias,Threatened,1967
E00E,Oncorhynchus gilae,Threatened,1967
E00C,Poeciliopsis occidentalis,Endangered,1967
E006,Ptychocheilus lucius,Endangered,1967
E041,Stizostedion vitreum glaucum,Extinction,1967
A002,Odocoileus virginianus leucurus,Threatened,1967
A002,Odocoileus virginianus leucurus,Recovery,1967
A007,Trichechus manatus,Threatened,1967
B000,Akialoa stejnegeri,Endangered,1967
B00H,Gallinula galeata sandvicensis,Endangered,1967
B048,Hemignathus hanapepe,Endangered,1967
B001,Hemignathus wilsoni,Endangered,1967
C000,Alligator mississippiensis,Similarity of Appearance to a Threatened Taxon,1967
E00F,Oncorhynchus clarkii stomias,Threatened,1967
A02N,Balaena mysticetus,Endangered,1970
A02S,Balaenoptera borealis,Endangered,1970
A02M,Balaenoptera musculus,Endangered,1970
A02O,Balaenoptera physalus,Endangered,1970
A00R,Bison bison athabascae,Threatened,1970
A03X,Dipodomys heermanni morroensis,Endangered,1970
A02P,Eschrichtius robustus,Endangered,1970
A0K7,Eubalaena australis,Endangered,1970
A02R,Eubalaena glacialis,Endangered,1970
A0K6,Eubalaena japonica,Endangered,1970
A03W,Lasiurus cinereus semotus,Endangered,1970
A02Q,Megaptera novaeangliae,Endangered,1970
A028,Monachus monachus,Endangered,1970
A02T,Physeter catodon (=macrocephalus),Endangered,1970
A03Y,Reithrodontomys raviventris,Endangered,1970
B043,Acrocephalus luscinia,Endangered,1970
B049,Columba inornata wetmorei,Endangered,1970
B01H,Falco peregrinus anatum,Recovery,1970
B047,Falco peregrinus tundrius,Recovery,1970
B04G,Fulica americana alai,Endangered,1970
B04C,Himantopus mexicanus knudseni,Endangered,1970
B044,Loxops coccineus coccineus,Endangered,1970
B045,Loxops coccineus ochraceus,Endangered,1970
B00T,Megapodius laperouse,Endangered,1970
B00V,Monarcha takatsukasae,Recovery,1970
B04E,Myadestes lanaiensis rutha,Endangered,1970
B04D,Myadestes myadestinus,Endangered,1970
B04H,Paroreomyza flammea,Endangered,1970
B046,Paroreomyza maculata,Endangered,1970
B02L,Pelecanus occidentalis,Recovery,1970
B00Y,Phoebastria (=Diomedea) albatrus,Endangered,1970
B04F,Picoides borealis,Endangered,1970
B015,Pterodroma cahow,Endangered,1970
B04B,Rallus longirostris levipes,Endangered,1970
B04A,Rallus longirostris obsoletus,Endangered,1970
B00W,Rhynchopsitta pachyrhyncha,Endangered,1970
B03X,Sterna antillarum browni,Endangered,1970
C00F,Dermochelys coriacea,Endangered,1970
C00P,Epicrates inornatus,Endangered,1970
C02E,Epicrates monensis granti,Endangered,1970
C00E,Eretmochelys imbricata,Endangered,1970
C00O,Lepidochelys kempii,Endangered,1970
D004,Bufo houstonensis,Endangered,1970
E047,Cyprinodon nevadensis calidae,Extinction,1970
E00W,Cyprinodon nevadensis pectoralis,Endangered,1970
E00T,Etheostoma fonticola,Endangered,1970
E00U,Etheostoma nuchale,Endangered,1970
E00V,Gambusia nobilis,Endangered,1970
E00X,Gasterosteus aculeatus williamsoni,Endangered,1970
E00Q,Gila bicolor ssp. mohavensis,Endangered,1970
E00R,Gila robusta jordani,Endangered,1970
E00Y,Oncorhynchus clarkii henshawi,Threatened,1970
E00Z,Plagopterus argentissimus,Endangered,1970
E00S,Rhinichthys osculus thermalis,Endangered,1970
A02Q,Megaptera novaeangliae,Resolved Taxon,1970
A02Q,Megaptera novaeangliae,Recovery,1970
A02Q,Megaptera novaeangliae,Threatened,1970
B0OC,Hemignathus affinis,Endangered,1970
B044,Loxops coccineus,Endangered,1970
B045,Loxops ochraceus,Endangered,1970
A084,Leopardus (=Felis) pardalis,Endangered,1972
A042,Leopardus (=Felis) wiedii,Endangered,1972
A040,Panthera onca,Endangered,1972
A04A,Cynomys parvidens,Threatened,1973
A046,Puma (=Felis) concolor couguar,Endangered,1973
B04J,Caprimulgus noctitherus,Endangered,1973
B04I,Grus canadensis pulla,Endangered,1973
B089,Melospiza melodia graminea,Extinction,1973
D005,Batrachoseps aridus,Endangered,1973
E00H,Etheostoma okaloosae,Threatened,1973
A046,Puma (=Felis) concolor couguar,Extinction,1973
A001,Ursus arctos horribilis,Threatened,1975
A001,Ursus arctos horribilis,Resolved Taxon,1975
A001,Ursus arctos horribilis,Under Review in the Candidate or Petition Process,1975
B04N,Melamprosops phaeosoma,Endangered,1975
B04M,Oreomystis mana,Endangered,1975
B04O,Puffinus auricularis newelli,Threatened,1975
C02J,Crocodylus acutus,Threatened,1975
E01S,Etheostoma rubrum,Threatened,1975
E01T,Noturus trautmani,Endangered,1975
E010,Percina tanasi,Threatened,1975
A001,Ursus arctos horribilis,Recovery,1975
A00E,Canis lupus baileyi,Endangered,1976
A05H,Herpailurus (=Felis) yagouaroundi cacomitli,Endangered,1976
A05K,Herpailurus (=Felis) yagouaroundi tolteca,Endangered,1976
A071,Monachus schauinslandi,Endangered,1976
A04J,Myotis grisescens,Endangered,1976
B05T,Agelaius xanthomus,Endangered,1976
F00K,Dromus dromas,Endangered,1976
F00J,Epioblasma florentina curtisii,Endangered,1976
F005,Epioblasma florentina florentina,Endangered,1976
F007,Epioblasma obliquata perobliqua,Endangered,1976
F00N,Epioblasma sampsoni,Extinction,1976
F002,Epioblasma torulosa gubernaculum,Endangered,1976
F003,Epioblasma torulosa torulosa,Endangered,1976
F004,Epioblasma turgidula,Endangered,1976
F00Q,Fusconaia cor,Endangered,1976
F00O,Fusconaia cuneolus,Endangered,1976
F00G,Lampsilis abrupta,Endangered,1976
F009,Lampsilis higginsii,Endangered,1976
F00A,Lampsilis virescens,Endangered,1976
F00I,Lemiox rimosus,Endangered,1976
F00M,Plethobasus cicatricosus,Endangered,1976
F00R,Plethobasus cooperianus,Endangered,1976
F00P,Pleurobema plenum,Endangered,1976
F00T,Potamilus capax,Endangered,1976
F00E,Quadrula intermedia,Endangered,1976
F00D,Quadrula sparsa,Endangered,1976
F00B,Toxolasma cylindrellus,Endangered,1976
F000,Villosa trabalis,Endangered,1976
I00H,Apodemia mormo langei,Endangered,1976
I00Q,Callophrys mossii bayensis,Endangered,1976
I00C,Euphilotes battoides allyni,Endangered,1976
I00R,Euphilotes enoptes smithi,Endangered,1976
I015,Heraclides andraemon bonhotei,Original Data in Error - Act Amendment,1976
I016,Heraclides aristodemus ponceanus,Endangered,1976
I00J,Icaricia icarioides missionensis,Endangered,1976
I00I,Lycaeides argyrognomon lotis,Endangered,1976
A0A7,Enhydra lutris nereis,Threatened,1977
B05S,Amphispiza belli clementeae,Threatened,1977
B059,Anas oustaleti,Extinction,1977
B05R,Lanius ludovicianus mearnsi,Endangered,1977
C01P,Ameiva polops,Endangered,1977
C01O,Anolis roosevelti,Endangered,1977
C01T,Nerodia clarkii taeniata,Threatened,1977
C01M,Xantusia riversiana,Recovery,1977
D00D,Eleutherodactylus jasperi,Threatened,1977
D00N,Hyla andersonii,Original Data in Error - Erroneous Data,1977
D00C,Phaeognathus hubrichti,Threatened,1977
E012,Erimonax monachus,Threatened,1977
E01X,Erimystax cahni,Threatened,1977
E01B,Etheostoma boschungi,Threatened,1977
E01Y,Noturus flavipinnis,Threatened,1977
E011,Speoplatyrhinus poulsoni,Endangered,1977
F010,Epioblasma florentina walkeri (=E. walkeri),Endangered,1977
Q1YO,Acmispon dendroideus var. traskiae (=Lotus d. ssp. traskiae),Threatened,1977
Q1U2,Castilleja grisea,Threatened,1977
Q1VC,Delphinium variegatum ssp. kinkiense,Endangered,1977
Q1YR,Malacothamnus clementinus,Endangered,1977
A00D,Canis lupus,Endangered,1978
A00D,Canis lupus,Resolved Taxon,1978
A00D,Canis lupus,Recovery,1978
A00D,Canis lupus,"Experimental Population, Non-Essential",1978
C00U,Caretta caretta,Resolved Taxon,1978
C00U,Caretta caretta,Threatened,1978
C00U,Caretta caretta,Endangered,1978
C00S,Chelonia mydas,Resolved Taxon,1978
C01S,Crotalus willardi obscurus,Threatened,1978
C01R,Cyclura stejnegeri,Threatened,1978
C026,Drymarchon corais couperi,Threatened,1978
C01Q,Epicrates monensis monensis,Threatened,1978
C00V,Lepidochelys olivacea,Threatened,1978
E01Z,Oncorhynchus aguabonita whitei,Threatened,1978
E017,Percina pantherina,Threatened,1978
G00W,Anguispira picta,Threatened,1978
G00T,Discus macclintocki,Endangered,1978
G00Y,Orthalicus reses (not incl. nesodryas),Threatened,1978
G00V,Patera clarki nantahala,Threatened,1978
G00Z,Polygyriscus virginianus,Endangered,1978
G00P,Succinea chittenangoensis,Threatened,1978
G00S,Triodopsis platysayoides,Threatened,1978
K01Y,Thermosphaeroma thermophilus,Endangered,1978
Q1SN,Aconitum noveboracense,Threatened,1978
Q1SX,Arabis macdonaldiana,Endangered,1978
Q070,Astragalus perianus,Original Data in Error - Erroneous Data,1978
Q1TD,Baptisia arachnifera,Endangered,1978
Q1TG,Betula uber,Threatened,1978
Q1US,Cordylanthus maritimus ssp. maritimus,Endangered,1978
Q1VT,Dudleya traskiae,Endangered,1978
Q1WA,Erysimum capitatum var. angustatum,Endangered,1978
Q1ZM,Oenothera avita ssp. eurekensis,Endangered,1978
Q1ZN,Oenothera deltoides ssp. howellii,Endangered,1978
Q1ZW,Pedicularis furbishiae,Endangered,1978
Q203,Phacelia argillacea,Endangered,1978
Q20P,Pogogyne abramsii,Endangered,1978
Q225,Swallenia alexandrae,Endangered,1978
Q23D,Trillium persistens,Endangered,1978
Q23L,Tuctoria mucronata,Endangered,1978
Q23Q,Vicia menziesii,Endangered,1978
Q24A,Zizania texana,Endangered,1978
A00D,Canis lupus,Status Undefined,1978
G00V,Mesodon clarki nantahala,Threatened,1978
Q1ZM,Oenothera avita ssp. eurekensis,Recovery,1978
Q225,Swallenia alexandrae,Threatened,1978
A075,Corynorhinus (=Plecotus) townsendii ingens,Endangered,1979
A080,Corynorhinus (=Plecotus) townsendii virginianus,Endangered,1979
A00A,Monachus tropicalis,Extinction,1979
C000,Alligator mississippiensis,Similarity of Appearance to a Threatened Taxon,1979
Q1SZ,Arctomecon humilis,Endangered,1979
Q1T0,Arctostaphylos hookeri var. ravenii,Endangered,1979
Q1TF,Berberis (=Mahonia) sonnei,Original Data in Error - Erroneous Data,1979
Q1UU,Coryphantha minima,Endangered,1979
Q1UV,Coryphantha ramillosa,Threatened,1979
Q1UW,Coryphantha sneedii var. leei,Threatened,1979
Q1UX,Coryphantha sneedii var. sneedii,Endangered,1979
Q1VU,Echinacea tennesseensis,Recovery,1979
Q1VV,Echinocactus horizonthalonius var. nicholii,Endangered,1979
Q0OP,Echinocereus engelmannii var. purpureus,Original Data in Error - Erroneous Data,1979
Q1VW,Echinocereus fendleri var. kuenzleri,Endangered,1979
Q1VX,Echinocereus lloydii,Original Data in Error - Erroneous Data,1979
Q1VY,Echinocereus reichenbachii var. albertii,Endangered,1979
Q1VZ,Echinocereus triglochidiatus var. arizonicus,Endangered,1979
Q1W1,Echinocereus triglochidiatus var. inermis,Original Data in Error - Erroneous Data,1979
Q1W0,Echinocereus viridiflorus var. davisii,Endangered,1979
Q1W2,Echinomastus mariposensis,Threatened,1979
Q1WW,Haplostachys haplostachya,Endangered,1979
Q1WX,Harperocallis flava,Endangered,1979
Q1XP,Kokia cookei,Endangered,1979
Q1YJ,Lipochaeta venosa,Endangered,1979
Q1ZF,Mirabilis macfarlanei,Threatened,1979
Q1ZX,Pediocactus bradyi,Endangered,1979
Q200,"Pediocactus (=Echinocactus,=Utahia) sileri",Threatened,1979
Q1ZY,Pediocactus knowltonii,Endangered,1979
Q1ZZ,Pediocactus peeblesianus var. peeblesianus,Endangered,1979
Q215,Rhododendron chapmanii,Endangered,1979
Q219,Sagittaria fasciculata,Endangered,1979
Q21B,Sarracenia oreophila,Endangered,1979
Q1SV,Sclerocactus brevihamatus ssp. tobuschii,Endangered,1979
Q21I,Sclerocactus glaucus,Threatened,1979
Q21J,Sclerocactus mesae-verdae,Threatened,1979
Q21K,Sclerocactus wrightiae,Endangered,1979
Q21Z,Stenogyne angustifolia angustifolia,Endangered,1979
Q1VW,Echinocereus fendleri var. kuenzleri,Threatened,1979
Q1SV,Sclerocactus brevihamatus ssp. tobuschii,Threatened,1979
C04L,Gopherus agassizii,Threatened,1980
C021,Pseudemys rubriventris bangsi,Endangered,1980
C02I,Uma inornata,Threatened,1980
D00I,Eurycea nana,Threatened,1980
E023,Cyprinodon bovinus,Endangered,1980
E022,Gambusia amistadensis,Extinction,1980
E021,Gambusia georgei,Endangered,1980
E027,Gila boraxobius,Endangered,1980
E020,Gila elegans,Endangered,1980
I01L,Desmocerus californicus dimorphus,Threatened,1980
I01G,Elaphrus viridis,Threatened,1980
I01C,Euproserpinus euterpe,Threatened,1980
I01B,Glaucopsyche lygdamus palosverdesensis,Endangered,1980
I01A,Speyeria zerene hippolyta,Threatened,1980
Q2U5,Hudsonia montana,Threatened,1980
Q20V,Potentilla robbinsiana,Recovery,1980
G01J,Achatinella spp.,Endangered,1981
Q1TT,Callirhoe scabriuscula,Endangered,1981
Q1W7,Eriogonum gypsophilum,Threatened,1981
Q24C,Hedeoma todsenii,Endangered,1981
C038,Sphaerodactylus micropithecus,Endangered,1982
E042,Cyprinodon nevadensis mionectes,Endangered,1982
E03A,Rhinichthys osculus nevadensis,Endangered,1982
K008,Antrolana lira,Threatened,1982
K004,Stygobromus hayi,Endangered,1982
Q1UE,Euphorbia skottsbergii var. skottsbergii,Endangered,1982
Q24D,Hedeoma apiculatum,Original Data in Error - New Information Discovered,1982
Q1XL,Isotria medeoloides,Threatened,1982
Q204,Phacelia formosula,Endangered,1982
Q21X,Spiranthes parksii,Endangered,1982
Q221,Stephanomeria malheurensis,Endangered,1982
A087,Neotoma floridana smalli,Endangered,1983
A086,Peromyscus gossypinus allapaticola,Endangered,1983
A088,Rangifer tarandus caribou,Endangered,1983
E028,Gila nigrescens,Threatened,1983
K01X,Palaemonias ganteri,Endangered,1983
Q21L,Packera franciscana,Threatened,1983
Q1ZR,Panicum fauriei var. carteri,Endangered,1983
A082,Microtus californicus scirpensis,Endangered,1984
A07X,Pteropus mariannus mariannus,Resolved Taxon,1984
A07X,Pteropus mariannus mariannus,Threatened,1984
A07W,Pteropus tokudae,Endangered,1984
B091,Aerodramus vanikorensis bartschi,Endangered,1984
B05X,Corvus kubaryi,Endangered,1984
B062,Gallinula chloropus guami,Endangered,1984
B06O,Mycteria americana,Threatened,1984
B05W,Myiagra freycineti,Extinction,1984
B063,Rallus owstoni,Endangered,1984
B061,Todiramphus cinnamominus,Endangered,1984
B064,Zosterops conspicillatus conspicillatus,Endangered,1984
D01R,Bufo hemiophrys baxteri,Endangered,1984
E02J,Amblyopsis rosae,Threatened,1984
E04B,Cyprinella formosa,Threatened,1984
E034,Gila purpurea,Endangered,1984
E02H,Ictalurus pricei,Threatened,1984
E02C,Noturus baileyi,Endangered,1984
Q24L,Agave arizonica,Original Data in Error - Erroneous Data,1984
Q1TH,Bidens cuneata,Original Data in Error - Taxonomic Revision,1984
Q29P,Eriogonum pelinophilum,Endangered,1984
Q1WH,Frankenia johnstonii,Recovery,1984
Q1WP,Gouania hillebrandii,Endangered,1984
Q1XQ,Kokia drynarioides,Endangered,1984
Q208,Pilosocereus robinii,Endangered,1984
Q20Z,Purshia (=Cowania) subintegra,Endangered,1984
Q21E,Schiedea adamantis,Endangered,1984
Q2IS,Sidalcea pedata,Endangered,1984
Q224,Styrax texanus,Endangered,1984
Q2KB,Thelypodium stenopetalum,Endangered,1984
Q1SH,Thymophylla tephroleuca,Endangered,1984
R006,Torreya taxifolia,Endangered,1984
B061,Halcyon cinnamomina cinnamomina,Endangered,1984
A08O,Dipodomys nitratoides exilis,Endangered,1985
A09M,Glaucomys sabrinus coloratus,Endangered,1985
A09R,Glaucomys sabrinus fuscus,Recovery,1985
A08B,Peromyscus polionotus allophrys,Endangered,1985
A08Y,Peromyscus polionotus ammobates,Endangered,1985
A08C,Peromyscus polionotus trissyllepsis,Endangered,1985
B079,Charadrius melodus,Endangered,1985
B079,Charadrius melodus,Threatened,1985
B07N,Sterna antillarum,Endangered,1985
E053,Catostomus microps,Recovery,1985
E057,Catostomus warnerensis,Threatened,1985
E04U,Crenichthys baileyi baileyi,Endangered,1985
E04Q,Crenichthys baileyi grandis,Endangered,1985
E02B,Etheostoma nianguae,Threatened,1985
E02S,Gila bicolor ssp.,Threatened,1985
E02W,Gila bicolor ssp. snyderi,Endangered,1985
E04P,Lepidomeda albivallis,Endangered,1985
E04L,Lepidomeda mollispinis pratensis,Threatened,1985
E05F,Percina antesella,Endangered,1985
E05H,Percina jenkinsi,Endangered,1985
E03D,Rhinichthys osculus ssp.,Threatened,1985
F015,Elliptio steinstansana,Endangered,1985
I023,Ambrysus amargosus,Threatened,1985
Q24H,Acanthomintha obovata ssp. duttonii,Endangered,1985
Q2RI,Amorpha crenulata,Endangered,1985
Q1SU,Amsinckia grandiflora,Endangered,1985
Q1T9,Astragalus humillimus,Endangered,1985
Q1TB,Astragalus phoenix,Threatened,1985
Q26G,Buxus vahlii,Endangered,1985
Q26O,Camissonia benitensis,Threatened,1985
Q1U1,Carex specuicola,Threatened,1985
Q1U5,Centaurium namophilum,Threatened,1985
Q1U6,Cereus eriophorus var. fragrans,Endangered,1985
Q26X,Chamaesyce deltoidea ssp. deltoidea,Endangered,1985
Q1U9,Chamaesyce garberi,Threatened,1985
Q2RL,Dicerandra christmanii,Endangered,1985
Q2OH,Dicerandra cornutissima,Endangered,1985
Q1VE,Dicerandra frutescens,Endangered,1985
Q1VF,Dicerandra immaculata,Endangered,1985
Q297,Enceliopsis nudicaulis var. corrugata,Threatened,1985
Q1W3,Erigeron maguirei,Recovery,1985
Q1W4,Erigeron rhizomatus,Threatened,1985
Q29S,Eryngium constancei,Endangered,1985
Q2RJ,Galactia smallii,Endangered,1985
Q1WJ,Gardenia brighamii,Endangered,1985
Q2AL,Goetzea elegans,Endangered,1985
Q2AM,Grindelia fraxinipratensis,Threatened,1985
Q1XI,Hoffmannseggia tenella,Endangered,1985
Q1XM,Ivesia kingii var. eremica,Threatened,1985
Q1ZD,Mentzelia leucophylla,Threatened,1985
Q2E8,Nitrophila mohavensis,Endangered,1985
Q2QK,Pityopsis ruthii,Endangered,1985
Q2GW,Polygala smallii,Endangered,1985
Q2H5,Primula maguirei,Threatened,1985
Q217,Ribes echinellum,Threatened,1985
Q21U,Solidago shortii,Endangered,1985
Q2J7,Solidago spithamaea,Threatened,1985
Q234,Townsendia aprica,Threatened,1985
Q2MX,Zanthoxylum thomasianum,Endangered,1985
A09G,Sorex longirostris fisheri,Original Data in Error - New Information Discovered,1986
B07G,Ammodramus savannarum floridanus,Endangered,1986
